r_x,f,t,y,m,r_y,l,r,ProductionByTechnologyByMode
RE1,CRPMAI,LNDMAILR,2033,1,RE1,S32,RE1,0.7806
RE1,CRPMAI,LNDMAILR,2034,1,RE1,S32,RE1,0.7471
RE1,CRPMAI,LNDMAILR,2035,1,RE1,S32,RE1,0.7143
RE1,CRPMAI,LNDMAILR,2036,1,RE1,S32,RE1,0.6226
RE1,CRPMAI,LNDMAILR,2037,1,RE1,S32,RE1,0.5338
RE1,CRPMAI,LNDMAILR,2038,1,RE1,S32,RE1,0.4551
RE1,CRPMAI,LNDMAILR,2039,1,RE1,S32,RE1,0.3661
RE1,CRPMAI,LNDMAILR,2040,1,RE1,S32,RE1,0.3052
RE1,CRPMAI,LNDMAILR,2041,1,RE1,S32,RE1,0.2426
RE1,CRPMAI,LNDMAILR,2042,1,RE1,S32,RE1,0.185
RE1,CRPMAI,LNDMAILR,2043,1,RE1,S32,RE1,0.1313
RE1,CRPMAI,LNDMAILR,2044,1,RE1,S32,RE1,0.0788
RE1,CRPMAI,LNDMAILR,2045,1,RE1,S32,RE1,0.0385
RE1,CRPMAI,LNDMAILR,2046,1,RE1,S32,RE1,0.0101
RE1,WTREVT,LNDMAILR,2020,1,RE1,S32,RE1,0.6191
RE1,WTREVT,LNDMAILR,2021,1,RE1,S32,RE1,0.6383
RE1,WTREVT,LNDMAILR,2022,1,RE1,S32,RE1,0.6582
RE1,WTREVT,LNDMAILR,2023,1,RE1,S32,RE1,0.6786
RE1,WTREVT,LNDMAILR,2024,1,RE1,S32,RE1,0.6995
RE1,WTREVT,LNDMAILR,2025,1,RE1,S32,RE1,0.7225
RE1,WTREVT,LNDMAILR,2026,1,RE1,S32,RE1,0.7449
RE1,WTREVT,LNDMAILR,2027,1,RE1,S32,RE1,0.7655
RE1,WTREVT,LNDMAILR,2028,1,RE1,S32,RE1,0.7813
RE1,WTREVT,LNDMAILR,2029,1,RE1,S32,RE1,0.7956
RE1,WTREVT,LNDMAILR,2030,1,RE1,S32,RE1,0.7987
RE1,WTREVT,LNDMAILR,2031,1,RE1,S32,RE1,0.7915
RE1,WTREVT,LNDMAILR,2032,1,RE1,S32,RE1,0.7686
RE1,WTREVT,LNDMAILR,2033,1,RE1,S32,RE1,0.7382
RE1,WTREVT,LNDMAILR,2034,1,RE1,S32,RE1,0.7064
RE1,WTREVT,LNDMAILR,2035,1,RE1,S32,RE1,0.6754
RE1,WTREVT,LNDMAILR,2036,1,RE1,S32,RE1,0.5888
RE1,WTREVT,LNDMAILR,2037,1,RE1,S32,RE1,0.5048
RE1,WTREVT,LNDMAILR,2038,1,RE1,S32,RE1,0.4304
RE1,WTREVT,LNDMAILR,2039,1,RE1,S32,RE1,0.3462
RE1,WTREVT,LNDMAILR,2040,1,RE1,S32,RE1,0.2886
RE1,WTREVT,LNDMAILR,2041,1,RE1,S32,RE1,0.2294
RE1,WTREVT,LNDMAILR,2042,1,RE1,S32,RE1,0.175
RE1,WTREVT,LNDMAILR,2043,1,RE1,S32,RE1,0.1242
RE1,WTREVT,LNDMAILR,2044,1,RE1,S32,RE1,0.0745
RE1,WTREVT,LNDMAILR,2045,1,RE1,S32,RE1,0.0364
RE1,WTREVT,LNDMAILR,2046,1,RE1,S32,RE1,0.0095
RE1,WTRGWT,LNDMAILR,2020,1,RE1,S32,RE1,0.0573
RE1,WTRGWT,LNDMAILR,2021,1,RE1,S32,RE1,0.0598
RE1,WTRGWT,LNDMAILR,2022,1,RE1,S32,RE1,0.0617
RE1,WTRGWT,LNDMAILR,2023,1,RE1,S32,RE1,0.0636
RE1,WTRGWT,LNDMAILR,2024,1,RE1,S32,RE1,0.0656
RE1,WTRGWT,LNDMAILR,2025,1,RE1,S32,RE1,0.0677
RE1,WTRGWT,LNDMAILR,2026,1,RE1,S32,RE1,0.0698
RE1,WTRGWT,LNDMAILR,2027,1,RE1,S32,RE1,0.0718
RE1,WTRGWT,LNDMAILR,2028,1,RE1,S32,RE1,0.0733
RE1,WTRGWT,LNDMAILR,2029,1,RE1,S32,RE1,0.0746
RE1,WTRGWT,LNDMAILR,2030,1,RE1,S32,RE1,0.0749
RE1,WTRGWT,LNDMAILR,2031,1,RE1,S32,RE1,0.0742
RE1,WTRGWT,LNDMAILR,2032,1,RE1,S32,RE1,0.0721
RE1,WTRGWT,LNDMAILR,2033,1,RE1,S32,RE1,0.0692
RE1,WTRGWT,LNDMAILR,2034,1,RE1,S32,RE1,0.0662
RE1,WTRGWT,LNDMAILR,2035,1,RE1,S32,RE1,0.0633
RE1,WTRGWT,LNDMAILR,2036,1,RE1,S32,RE1,0.0552
RE1,WTRGWT,LNDMAILR,2037,1,RE1,S32,RE1,0.0473
RE1,WTRGWT,LNDMAILR,2038,1,RE1,S32,RE1,0.0403
RE1,WTRGWT,LNDMAILR,2039,1,RE1,S32,RE1,0.0325
RE1,WTRGWT,LNDMAILR,2040,1,RE1,S32,RE1,0.0271
RE1,WTRGWT,LNDMAILR,2041,1,RE1,S32,RE1,0.0215
RE1,WTRGWT,LNDMAILR,2042,1,RE1,S32,RE1,0.0164
RE1,WTRGWT,LNDMAILR,2043,1,RE1,S32,RE1,0.0116
RE1,WTRGWT,LNDMAILR,2044,1,RE1,S32,RE1,0.007
RE1,WTRGWT,LNDMAILR,2045,1,RE1,S32,RE1,0.0034
RE1,WTRGWT,LNDMAILR,2046,1,RE1,S32,RE1,0.0009
RE1,WTRSUR,LNDMAILR,2020,1,RE1,S32,RE1,1.0845
RE1,WTRSUR,LNDMAILR,2021,1,RE1,S32,RE1,1.1171
RE1,WTRSUR,LNDMAILR,2022,1,RE1,S32,RE1,1.1518
RE1,WTRSUR,LNDMAILR,2023,1,RE1,S32,RE1,1.1875
RE1,WTRSUR,LNDMAILR,2024,1,RE1,S32,RE1,1.2241
RE1,WTRSUR,LNDMAILR,2025,1,RE1,S32,RE1,1.2644
RE1,WTRSUR,LNDMAILR,2026,1,RE1,S32,RE1,1.3036
RE1,WTRSUR,LNDMAILR,2027,1,RE1,S32,RE1,1.3397
RE1,WTRSUR,LNDMAILR,2028,1,RE1,S32,RE1,1.3673
RE1,WTRSUR,LNDMAILR,2029,1,RE1,S32,RE1,1.3923
RE1,WTRSUR,LNDMAILR,2030,1,RE1,S32,RE1,1.3977
RE1,WTRSUR,LNDMAILR,2031,1,RE1,S32,RE1,1.3851
RE1,WTRSUR,LNDMAILR,2032,1,RE1,S32,RE1,1.345
RE1,WTRSUR,LNDMAILR,2033,1,RE1,S32,RE1,1.2918
RE1,WTRSUR,LNDMAILR,2034,1,RE1,S32,RE1,1.2363
RE1,WTRSUR,LNDMAILR,2035,1,RE1,S32,RE1,1.182
RE1,WTRSUR,LNDMAILR,2036,1,RE1,S32,RE1,1.0303
RE1,WTRSUR,LNDMAILR,2037,1,RE1,S32,RE1,0.8833
RE1,WTRSUR,LNDMAILR,2038,1,RE1,S32,RE1,0.7532
RE1,WTRSUR,LNDMAILR,2039,1,RE1,S32,RE1,0.6059
RE1,WTRSUR,LNDMAILR,2040,1,RE1,S32,RE1,0.505
RE1,WTRSUR,LNDMAILR,2041,1,RE1,S32,RE1,0.4015
RE1,WTRSUR,LNDMAILR,2042,1,RE1,S32,RE1,0.3062
RE1,WTRSUR,LNDMAILR,2043,1,RE1,S32,RE1,0.2173
RE1,WTRSUR,LNDMAILR,2044,1,RE1,S32,RE1,0.1304
RE1,WTRSUR,LNDMAILR,2045,1,RE1,S32,RE1,0.0636
RE1,WTRSUR,LNDMAILR,2046,1,RE1,S32,RE1,0.0167
RE1,CRPOTC,LNDOTCHI,2020,1,RE1,S32,RE1,0.0329
RE1,CRPOTC,LNDOTCHI,2027,1,RE1,S32,RE1,0.0021
RE1,CRPOTC,LNDOTCHI,2028,1,RE1,S32,RE1,0.0445
RE1,CRPOTC,LNDOTCHI,2029,1,RE1,S32,RE1,0.0412
RE1,CRPOTC,LNDOTCHI,2030,1,RE1,S32,RE1,0.0394
RE1,CRPOTC,LNDOTCHI,2031,1,RE1,S32,RE1,0.0249
RE1,CRPOTC,LNDOTCHI,2032,1,RE1,S32,RE1,0.0372
RE1,CRPOTC,LNDOTCHI,2033,1,RE1,S32,RE1,0.0356
RE1,CRPOTC,LNDOTCHI,2034,1,RE1,S32,RE1,0.0356
RE1,CRPOTC,LNDOTCHI,2035,1,RE1,S32,RE1,0.0359
RE1,CRPOTC,LNDOTCHI,2036,1,RE1,S32,RE1,0.0363
RE1,CRPOTC,LNDOTCHI,2037,1,RE1,S32,RE1,0.0366
RE1,CRPOTC,LNDOTCHI,2038,1,RE1,S32,RE1,0.037
RE1,CRPOTC,LNDOTCHI,2039,1,RE1,S32,RE1,0.0374
RE1,CRPOTC,LNDOTCHI,2040,1,RE1,S32,RE1,0.0378
RE1,CRPOTC,LNDOTCHI,2041,1,RE1,S32,RE1,0.0381
RE1,CRPOTC,LNDOTCHI,2042,1,RE1,S32,RE1,0.0385
RE1,CRPOTC,LNDOTCHI,2043,1,RE1,S32,RE1,0.0389
RE1,CRPOTC,LNDOTCHI,2044,1,RE1,S32,RE1,0.0393
RE1,CRPOTC,LNDOTCHI,2045,1,RE1,S32,RE1,0.0397
RE1,CRPOTC,LNDOTCHI,2046,1,RE1,S32,RE1,0.0401
RE1,CRPOTC,LNDOTCHI,2047,1,RE1,S32,RE1,0.0405
RE1,CRPOTC,LNDOTCHI,2048,1,RE1,S32,RE1,0.0409
RE1,CRPOTC,LNDOTCHI,2049,1,RE1,S32,RE1,0.0413
RE1,CRPOTC,LNDOTCHI,2050,1,RE1,S32,RE1,0.0417
RE1,WTREVT,LNDOTCHI,2020,1,RE1,S32,RE1,0.0045
RE1,WTREVT,LNDOTCHI,2027,1,RE1,S32,RE1,0.0003
RE1,WTREVT,LNDOTCHI,2028,1,RE1,S32,RE1,0.0061
RE1,WTREVT,LNDOTCHI,2029,1,RE1,S32,RE1,0.0057
RE1,WTREVT,LNDOTCHI,2030,1,RE1,S32,RE1,0.0054
RE1,WTREVT,LNDOTCHI,2031,1,RE1,S32,RE1,0.0034
RE1,WTREVT,LNDOTCHI,2032,1,RE1,S32,RE1,0.0051
RE1,WTREVT,LNDOTCHI,2033,1,RE1,S32,RE1,0.0049
RE1,WTREVT,LNDOTCHI,2034,1,RE1,S32,RE1,0.0049
RE1,WTREVT,LNDOTCHI,2035,1,RE1,S32,RE1,0.0049
RE1,WTREVT,LNDOTCHI,2036,1,RE1,S32,RE1,0.005
RE1,WTREVT,LNDOTCHI,2037,1,RE1,S32,RE1,0.005
RE1,WTREVT,LNDOTCHI,2038,1,RE1,S32,RE1,0.0051
RE1,WTREVT,LNDOTCHI,2039,1,RE1,S32,RE1,0.0051
RE1,WTREVT,LNDOTCHI,2040,1,RE1,S32,RE1,0.0052
RE1,WTREVT,LNDOTCHI,2041,1,RE1,S32,RE1,0.0052
RE1,WTREVT,LNDOTCHI,2042,1,RE1,S32,RE1,0.0053
RE1,WTREVT,LNDOTCHI,2043,1,RE1,S32,RE1,0.0053
RE1,WTREVT,LNDOTCHI,2044,1,RE1,S32,RE1,0.0054
RE1,WTREVT,LNDOTCHI,2045,1,RE1,S32,RE1,0.0054
RE1,WTREVT,LNDOTCHI,2046,1,RE1,S32,RE1,0.0055
RE1,WTREVT,LNDOTCHI,2047,1,RE1,S32,RE1,0.0056
RE1,WTREVT,LNDOTCHI,2048,1,RE1,S32,RE1,0.0056
RE1,WTREVT,LNDOTCHI,2049,1,RE1,S32,RE1,0.0057
RE1,WTREVT,LNDOTCHI,2050,1,RE1,S32,RE1,0.0057
RE1,WTRGWT,LNDOTCHI,2020,1,RE1,S32,RE1,0.0011
RE1,WTRGWT,LNDOTCHI,2027,1,RE1,S32,RE1,0.0001
RE1,WTRGWT,LNDOTCHI,2028,1,RE1,S32,RE1,0.0015
RE1,WTRGWT,LNDOTCHI,2029,1,RE1,S32,RE1,0.0014
RE1,WTRGWT,LNDOTCHI,2030,1,RE1,S32,RE1,0.0013
RE1,WTRGWT,LNDOTCHI,2031,1,RE1,S32,RE1,0.0008
RE1,WTRGWT,LNDOTCHI,2032,1,RE1,S32,RE1,0.0013
RE1,WTRGWT,LNDOTCHI,2033,1,RE1,S32,RE1,0.0012
RE1,WTRGWT,LNDOTCHI,2034,1,RE1,S32,RE1,0.0012
RE1,WTRGWT,LNDOTCHI,2035,1,RE1,S32,RE1,0.0012
RE1,WTRGWT,LNDOTCHI,2036,1,RE1,S32,RE1,0.0012
RE1,WTRGWT,LNDOTCHI,2037,1,RE1,S32,RE1,0.0012
RE1,WTRGWT,LNDOTCHI,2038,1,RE1,S32,RE1,0.0013
RE1,WTRGWT,LNDOTCHI,2039,1,RE1,S32,RE1,0.0013
RE1,WTRGWT,LNDOTCHI,2040,1,RE1,S32,RE1,0.0013
RE1,WTRGWT,LNDOTCHI,2041,1,RE1,S32,RE1,0.0013
RE1,WTRGWT,LNDOTCHI,2042,1,RE1,S32,RE1,0.0013
RE1,WTRGWT,LNDOTCHI,2043,1,RE1,S32,RE1,0.0013
RE1,WTRGWT,LNDOTCHI,2044,1,RE1,S32,RE1,0.0013
RE1,WTRGWT,LNDOTCHI,2045,1,RE1,S32,RE1,0.0013
RE1,WTRGWT,LNDOTCHI,2046,1,RE1,S32,RE1,0.0014
RE1,WTRGWT,LNDOTCHI,2047,1,RE1,S32,RE1,0.0014
RE1,WTRGWT,LNDOTCHI,2048,1,RE1,S32,RE1,0.0014
RE1,WTRGWT,LNDOTCHI,2049,1,RE1,S32,RE1,0.0014
RE1,WTRGWT,LNDOTCHI,2050,1,RE1,S32,RE1,0.0014
RE1,WTRSUR,LNDOTCHI,2020,1,RE1,S32,RE1,0.0501
RE1,WTRSUR,LNDOTCHI,2027,1,RE1,S32,RE1,0.0031
RE1,WTRSUR,LNDOTCHI,2028,1,RE1,S32,RE1,0.0678
RE1,WTRSUR,LNDOTCHI,2029,1,RE1,S32,RE1,0.0628
RE1,WTRSUR,LNDOTCHI,2030,1,RE1,S32,RE1,0.0601
RE1,WTRSUR,LNDOTCHI,2031,1,RE1,S32,RE1,0.0379
RE1,WTRSUR,LNDOTCHI,2032,1,RE1,S32,RE1,0.0568
RE1,WTRSUR,LNDOTCHI,2033,1,RE1,S32,RE1,0.0543
RE1,WTRSUR,LNDOTCHI,2034,1,RE1,S32,RE1,0.0542
RE1,WTRSUR,LNDOTCHI,2035,1,RE1,S32,RE1,0.0548
RE1,WTRSUR,LNDOTCHI,2036,1,RE1,S32,RE1,0.0553
RE1,WTRSUR,LNDOTCHI,2037,1,RE1,S32,RE1,0.0559
RE1,WTRSUR,LNDOTCHI,2038,1,RE1,S32,RE1,0.0564
RE1,WTRSUR,LNDOTCHI,2039,1,RE1,S32,RE1,0.057
RE1,WTRSUR,LNDOTCHI,2040,1,RE1,S32,RE1,0.0576
RE1,WTRSUR,LNDOTCHI,2041,1,RE1,S32,RE1,0.0581
RE1,WTRSUR,LNDOTCHI,2042,1,RE1,S32,RE1,0.0587
RE1,WTRSUR,LNDOTCHI,2043,1,RE1,S32,RE1,0.0593
RE1,WTRSUR,LNDOTCHI,2044,1,RE1,S32,RE1,0.0599
RE1,WTRSUR,LNDOTCHI,2045,1,RE1,S32,RE1,0.0605
RE1,WTRSUR,LNDOTCHI,2046,1,RE1,S32,RE1,0.0611
RE1,WTRSUR,LNDOTCHI,2047,1,RE1,S32,RE1,0.0617
RE1,WTRSUR,LNDOTCHI,2048,1,RE1,S32,RE1,0.0623
RE1,WTRSUR,LNDOTCHI,2049,1,RE1,S32,RE1,0.063
RE1,WTRSUR,LNDOTCHI,2050,1,RE1,S32,RE1,0.0636
RE1,CRPOTC,LNDOTCHR,2020,1,RE1,S32,RE1,0.2158
RE1,CRPOTC,LNDOTCHR,2021,1,RE1,S32,RE1,0.2181
RE1,CRPOTC,LNDOTCHR,2022,1,RE1,S32,RE1,0.2203
RE1,CRPOTC,LNDOTCHR,2023,1,RE1,S32,RE1,0.2225
RE1,CRPOTC,LNDOTCHR,2024,1,RE1,S32,RE1,0.2247
RE1,CRPOTC,LNDOTCHR,2025,1,RE1,S32,RE1,0.2269
RE1,CRPOTC,LNDOTCHR,2026,1,RE1,S32,RE1,0.2292
RE1,CRPOTC,LNDOTCHR,2027,1,RE1,S32,RE1,0.2315
RE1,CRPOTC,LNDOTCHR,2028,1,RE1,S32,RE1,0.2338
RE1,CRPOTC,LNDOTCHR,2029,1,RE1,S32,RE1,0.2361
RE1,CRPOTC,LNDOTCHR,2030,1,RE1,S32,RE1,0.2385
RE1,CRPOTC,LNDOTCHR,2031,1,RE1,S32,RE1,0.2409
RE1,CRPOTC,LNDOTCHR,2032,1,RE1,S32,RE1,0.2433
RE1,CRPOTC,LNDOTCHR,2033,1,RE1,S32,RE1,0.2457
RE1,CRPOTC,LNDOTCHR,2034,1,RE1,S32,RE1,0.2482
RE1,CRPOTC,LNDOTCHR,2035,1,RE1,S32,RE1,0.2507
RE1,CRPOTC,LNDOTCHR,2036,1,RE1,S32,RE1,0.2532
RE1,CRPOTC,LNDOTCHR,2037,1,RE1,S32,RE1,0.2557
RE1,CRPOTC,LNDOTCHR,2038,1,RE1,S32,RE1,0.2583
RE1,CRPOTC,LNDOTCHR,2039,1,RE1,S32,RE1,0.2609
RE1,CRPOTC,LNDOTCHR,2040,1,RE1,S32,RE1,0.2635
RE1,CRPOTC,LNDOTCHR,2041,1,RE1,S32,RE1,0.2661
RE1,CRPOTC,LNDOTCHR,2042,1,RE1,S32,RE1,0.2688
RE1,CRPOTC,LNDOTCHR,2043,1,RE1,S32,RE1,0.2714
RE1,CRPOTC,LNDOTCHR,2044,1,RE1,S32,RE1,0.2742
RE1,CRPOTC,LNDOTCHR,2045,1,RE1,S32,RE1,0.2769
RE1,CRPOTC,LNDOTCHR,2046,1,RE1,S32,RE1,0.2797
RE1,CRPOTC,LNDOTCHR,2047,1,RE1,S32,RE1,0.2825
RE1,CRPOTC,LNDOTCHR,2048,1,RE1,S32,RE1,0.2853
RE1,CRPOTC,LNDOTCHR,2049,1,RE1,S32,RE1,0.2881
RE1,CRPOTC,LNDOTCHR,2050,1,RE1,S32,RE1,0.291
RE1,WTREVT,LNDOTCHR,2020,1,RE1,S32,RE1,0.0955
RE1,WTREVT,LNDOTCHR,2021,1,RE1,S32,RE1,0.0966
RE1,WTREVT,LNDOTCHR,2022,1,RE1,S32,RE1,0.0976
RE1,WTREVT,LNDOTCHR,2023,1,RE1,S32,RE1,0.0985
RE1,WTREVT,LNDOTCHR,2024,1,RE1,S32,RE1,0.0995
RE1,WTREVT,LNDOTCHR,2025,1,RE1,S32,RE1,0.1005
RE1,WTREVT,LNDOTCHR,2026,1,RE1,S32,RE1,0.1015
RE1,WTREVT,LNDOTCHR,2027,1,RE1,S32,RE1,0.1025
RE1,WTREVT,LNDOTCHR,2028,1,RE1,S32,RE1,0.1036
RE1,WTREVT,LNDOTCHR,2029,1,RE1,S32,RE1,0.1046
RE1,WTREVT,LNDOTCHR,2030,1,RE1,S32,RE1,0.1056
RE1,WTREVT,LNDOTCHR,2031,1,RE1,S32,RE1,0.1067
RE1,WTREVT,LNDOTCHR,2032,1,RE1,S32,RE1,0.1078
RE1,WTREVT,LNDOTCHR,2033,1,RE1,S32,RE1,0.1088
RE1,WTREVT,LNDOTCHR,2034,1,RE1,S32,RE1,0.1099
RE1,WTREVT,LNDOTCHR,2035,1,RE1,S32,RE1,0.111
RE1,WTREVT,LNDOTCHR,2036,1,RE1,S32,RE1,0.1121
RE1,WTREVT,LNDOTCHR,2037,1,RE1,S32,RE1,0.1133
RE1,WTREVT,LNDOTCHR,2038,1,RE1,S32,RE1,0.1144
RE1,WTREVT,LNDOTCHR,2039,1,RE1,S32,RE1,0.1155
RE1,WTREVT,LNDOTCHR,2040,1,RE1,S32,RE1,0.1167
RE1,WTREVT,LNDOTCHR,2041,1,RE1,S32,RE1,0.1179
RE1,WTREVT,LNDOTCHR,2042,1,RE1,S32,RE1,0.119
RE1,WTREVT,LNDOTCHR,2043,1,RE1,S32,RE1,0.1202
RE1,WTREVT,LNDOTCHR,2044,1,RE1,S32,RE1,0.1214
RE1,WTREVT,LNDOTCHR,2045,1,RE1,S32,RE1,0.1227
RE1,WTREVT,LNDOTCHR,2046,1,RE1,S32,RE1,0.1239
RE1,WTREVT,LNDOTCHR,2047,1,RE1,S32,RE1,0.1251
RE1,WTREVT,LNDOTCHR,2048,1,RE1,S32,RE1,0.1264
RE1,WTREVT,LNDOTCHR,2049,1,RE1,S32,RE1,0.1276
RE1,WTREVT,LNDOTCHR,2050,1,RE1,S32,RE1,0.1289
RE1,WTRGWT,LNDOTCHR,2020,1,RE1,S32,RE1,0.0134
RE1,WTRGWT,LNDOTCHR,2021,1,RE1,S32,RE1,0.0135
RE1,WTRGWT,LNDOTCHR,2022,1,RE1,S32,RE1,0.0137
RE1,WTRGWT,LNDOTCHR,2023,1,RE1,S32,RE1,0.0138
RE1,WTRGWT,LNDOTCHR,2024,1,RE1,S32,RE1,0.0139
RE1,WTRGWT,LNDOTCHR,2025,1,RE1,S32,RE1,0.0141
RE1,WTRGWT,LNDOTCHR,2026,1,RE1,S32,RE1,0.0142
RE1,WTRGWT,LNDOTCHR,2027,1,RE1,S32,RE1,0.0144
RE1,WTRGWT,LNDOTCHR,2028,1,RE1,S32,RE1,0.0145
RE1,WTRGWT,LNDOTCHR,2029,1,RE1,S32,RE1,0.0147
RE1,WTRGWT,LNDOTCHR,2030,1,RE1,S32,RE1,0.0148
RE1,WTRGWT,LNDOTCHR,2031,1,RE1,S32,RE1,0.015
RE1,WTRGWT,LNDOTCHR,2032,1,RE1,S32,RE1,0.0151
RE1,WTRGWT,LNDOTCHR,2033,1,RE1,S32,RE1,0.0153
RE1,WTRGWT,LNDOTCHR,2034,1,RE1,S32,RE1,0.0154
RE1,WTRGWT,LNDOTCHR,2035,1,RE1,S32,RE1,0.0156
RE1,WTRGWT,LNDOTCHR,2036,1,RE1,S32,RE1,0.0157
RE1,WTRGWT,LNDOTCHR,2037,1,RE1,S32,RE1,0.0159
RE1,WTRGWT,LNDOTCHR,2038,1,RE1,S32,RE1,0.016
RE1,WTRGWT,LNDOTCHR,2039,1,RE1,S32,RE1,0.0162
RE1,WTRGWT,LNDOTCHR,2040,1,RE1,S32,RE1,0.0164
RE1,WTRGWT,LNDOTCHR,2041,1,RE1,S32,RE1,0.0165
RE1,WTRGWT,LNDOTCHR,2042,1,RE1,S32,RE1,0.0167
RE1,WTRGWT,LNDOTCHR,2043,1,RE1,S32,RE1,0.0169
RE1,WTRGWT,LNDOTCHR,2044,1,RE1,S32,RE1,0.017
RE1,WTRGWT,LNDOTCHR,2045,1,RE1,S32,RE1,0.0172
RE1,WTRGWT,LNDOTCHR,2046,1,RE1,S32,RE1,0.0174
RE1,WTRGWT,LNDOTCHR,2047,1,RE1,S32,RE1,0.0175
RE1,WTRGWT,LNDOTCHR,2048,1,RE1,S32,RE1,0.0177
RE1,WTRGWT,LNDOTCHR,2049,1,RE1,S32,RE1,0.0179
RE1,WTRGWT,LNDOTCHR,2050,1,RE1,S32,RE1,0.0181
RE1,WTRSUR,LNDOTCHR,2020,1,RE1,S32,RE1,0.2534
RE1,WTRSUR,LNDOTCHR,2021,1,RE1,S32,RE1,0.2558
RE1,WTRSUR,LNDOTCHR,2022,1,RE1,S32,RE1,0.2583
RE1,WTRSUR,LNDOTCHR,2023,1,RE1,S32,RE1,0.2609
RE1,WTRSUR,LNDOTCHR,2024,1,RE1,S32,RE1,0.2635
RE1,WTRSUR,LNDOTCHR,2025,1,RE1,S32,RE1,0.2661
RE1,WTRSUR,LNDOTCHR,2026,1,RE1,S32,RE1,0.2688
RE1,WTRSUR,LNDOTCHR,2027,1,RE1,S32,RE1,0.2715
RE1,WTRSUR,LNDOTCHR,2028,1,RE1,S32,RE1,0.2742
RE1,WTRSUR,LNDOTCHR,2029,1,RE1,S32,RE1,0.277
RE1,WTRSUR,LNDOTCHR,2030,1,RE1,S32,RE1,0.2797
RE1,WTRSUR,LNDOTCHR,2031,1,RE1,S32,RE1,0.2825
RE1,WTRSUR,LNDOTCHR,2032,1,RE1,S32,RE1,0.2854
RE1,WTRSUR,LNDOTCHR,2033,1,RE1,S32,RE1,0.2882
RE1,WTRSUR,LNDOTCHR,2034,1,RE1,S32,RE1,0.2911
RE1,WTRSUR,LNDOTCHR,2035,1,RE1,S32,RE1,0.294
RE1,WTRSUR,LNDOTCHR,2036,1,RE1,S32,RE1,0.2969
RE1,WTRSUR,LNDOTCHR,2037,1,RE1,S32,RE1,0.2999
RE1,WTRSUR,LNDOTCHR,2038,1,RE1,S32,RE1,0.3029
RE1,WTRSUR,LNDOTCHR,2039,1,RE1,S32,RE1,0.3059
RE1,WTRSUR,LNDOTCHR,2040,1,RE1,S32,RE1,0.309
RE1,WTRSUR,LNDOTCHR,2041,1,RE1,S32,RE1,0.3121
RE1,WTRSUR,LNDOTCHR,2042,1,RE1,S32,RE1,0.3152
RE1,WTRSUR,LNDOTCHR,2043,1,RE1,S32,RE1,0.3184
RE1,WTRSUR,LNDOTCHR,2044,1,RE1,S32,RE1,0.3215
RE1,WTRSUR,LNDOTCHR,2045,1,RE1,S32,RE1,0.3248
RE1,WTRSUR,LNDOTCHR,2046,1,RE1,S32,RE1,0.328
RE1,WTRSUR,LNDOTCHR,2047,1,RE1,S32,RE1,0.3313
RE1,WTRSUR,LNDOTCHR,2048,1,RE1,S32,RE1,0.3346
RE1,WTRSUR,LNDOTCHR,2049,1,RE1,S32,RE1,0.3379
RE1,WTRSUR,LNDOTCHR,2050,1,RE1,S32,RE1,0.3413
RE1,CRPOTC,LNDOTCLI,2020,1,RE1,S32,RE1,0.1733
RE1,CRPOTC,LNDOTCLI,2027,1,RE1,S32,RE1,0.0532
RE1,CRPOTC,LNDOTCLI,2029,1,RE1,S32,RE1,0.2245
RE1,CRPOTC,LNDOTCLI,2030,1,RE1,S32,RE1,0.2164
RE1,CRPOTC,LNDOTCLI,2031,1,RE1,S32,RE1,0.238
RE1,CRPOTC,LNDOTCLI,2032,1,RE1,S32,RE1,0.2618
RE1,CRPOTC,LNDOTCLI,2033,1,RE1,S32,RE1,0.288
RE1,CRPOTC,LNDOTCLI,2034,1,RE1,S32,RE1,0.3168
RE1,CRPOTC,LNDOTCLI,2035,1,RE1,S32,RE1,0.3485
RE1,CRPOTC,LNDOTCLI,2036,1,RE1,S32,RE1,0.3833
RE1,CRPOTC,LNDOTCLI,2037,1,RE1,S32,RE1,0.4216
RE1,CRPOTC,LNDOTCLI,2038,1,RE1,S32,RE1,0.4638
RE1,CRPOTC,LNDOTCLI,2039,1,RE1,S32,RE1,0.5102
RE1,CRPOTC,LNDOTCLI,2040,1,RE1,S32,RE1,0.5612
RE1,CRPOTC,LNDOTCLI,2041,1,RE1,S32,RE1,0.6173
RE1,CRPOTC,LNDOTCLI,2042,1,RE1,S32,RE1,0.679
RE1,CRPOTC,LNDOTCLI,2043,1,RE1,S32,RE1,0.7469
RE1,CRPOTC,LNDOTCLI,2044,1,RE1,S32,RE1,0.8216
RE1,CRPOTC,LNDOTCLI,2045,1,RE1,S32,RE1,0.9038
RE1,CRPOTC,LNDOTCLI,2046,1,RE1,S32,RE1,0.9942
RE1,CRPOTC,LNDOTCLI,2047,1,RE1,S32,RE1,1.0936
RE1,CRPOTC,LNDOTCLI,2048,1,RE1,S32,RE1,1.203
RE1,CRPOTC,LNDOTCLI,2049,1,RE1,S32,RE1,1.3155
RE1,CRPOTC,LNDOTCLI,2050,1,RE1,S32,RE1,1.4471
RE1,WTREVT,LNDOTCLI,2020,1,RE1,S32,RE1,0.0673
RE1,WTREVT,LNDOTCLI,2027,1,RE1,S32,RE1,0.0207
